request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls,prompt_tokens,completion_tokens,total_tokens,avg_kv_cache_usage_fraction,peak_kv_cache_usage_fraction
chatbot_001,chatbot,1.9302974640158936,59.075129533678755,200.9,1,0,56,281,337,0.0017748617692482016,0.0029501525940996975
chatbot_002,chatbot,1.819120520958677,62.38516483516484,200.9,1,0,65,265,330,0.0017889282640045573,0.0029501525940996975
chatbot_003,chatbot,2.757553656003438,59.65890909090909,202.3,1,0,187,397,584,0.003394297256254888,0.00518819938962356
chatbot_004,chatbot,3.1288215960375965,58.814696485623,200.8,1,0,69,455,524,0.0026525209715320183,0.00462868769074265
chatbot_005,chatbot,3.5392686359700747,61.92146892655367,204.9,1,0,151,512,663,0.003604784155502298,0.005874872838250278
