request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls,prompt_tokens,completion_tokens,total_tokens,avg_kv_cache_usage_fraction,peak_kv_cache_usage_fraction
chatbot_001,chatbot,1.939199413987808,60.90777202072539,208.7,1,0,56,281,337,0.0017705132327284013,0.0029501525940996975
chatbot_002,chatbot,1.8276046970277093,58.59615384615385,226.7,1,0,65,265,330,0.0017728988431755096,0.0029501525940996975
chatbot_003,chatbot,2.7482269139727578,59.969818181818184,201.1,1,0,187,397,584,0.0033999815037454957,0.00518819938962356
chatbot_004,chatbot,3.1304637439898215,58.35654952076677,208.0,1,0,69,455,524,0.0026408204654851312,0.00462868769074265
chatbot_005,chatbot,3.538650572008919,60.721468926553676,202.1,1,0,151,512,663,0.003603993884741167,0.005874872838250278
