request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls
chatbot_001,chatbot,2.5646030019852333,33.56011904761905,131.7,1,0
chatbot_002,chatbot,1.0182106459978968,46.07222222222222,104.2,1,0
chatbot_003,chatbot,1.6041553760005627,33.624761904761904,131.2,1,0
chatbot_004,chatbot,1.7157640309887938,45.60888888888889,131.4,1,0
chatbot_005,chatbot,2.63034992699977,42.19189189189189,131.3,1,0
