request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls
agent_001,agent,2.3491944769921247,57.83308823529412,259.9,2,1
agent_002,agent,1.3066149770165794,70.21298701298701,194.70000000000002,2,1
agent_003,agent,3.0759744999813847,60.09559748427674,256.8,2,1
agent_004,agent,0.7377666120009962,86.55319148936171,260.2,2,1
agent_005,agent,4.072927831992274,52.525877192982456,194.10000000000002,2,1
