request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls
agent_001,agent,0.7391901800001506,89.42790697674418,206.0,2,1
agent_002,agent,1.3827677560038865,67.28313253012048,260.29999999999995,2,1
agent_003,agent,1.6597829069942236,335.90919540229885,23419.8,2,1
agent_004,agent,1.096366821002448,77.38620689655171,206.5,2,1
agent_005,agent,4.140348262008047,55.77116279069768,206.0,2,1
