request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls,prompt_tokens,completion_tokens,total_tokens,avg_kv_cache_usage_fraction,peak_kv_cache_usage_fraction,reward,steps
agent_001,agent,1.6144344939966686,80.38260869565218,787.4,6,6,11587,181,11768,0.00668346261444557,0.011241098677517769,0.0,6
agent_002,agent,1.2798902789945714,72.6328125,279.6,5,5,4669,140,4809,0.0049016880722278925,0.009460834181078348,1.0,5
agent_003,agent,2.654248258972075,70.61207547169812,313.6,6,6,11245,316,11561,0.008000577486442452,0.011266531027466886,0.0,6
agent_004,agent,2.237241010006983,74.16860986547084,692.6,6,6,9364,254,9618,0.007070760972242411,0.010808748728382556,0.0,6
agent_005,agent,1.7372475549927913,78.2080459770115,404.5,6,6,6869,185,7054,0.005600963506039468,0.009994913530010141,0.0,6
