request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls,prompt_tokens,completion_tokens,total_tokens,avg_kv_cache_usage_fraction,peak_kv_cache_usage_fraction,reward,steps
agent_001,agent,1.545236247999128,80.0474025974026,602.1,6,6,11587,181,11768,0.006877468919686617,0.011241098677517769,0.0,6
agent_002,agent,1.0090822939528152,66.3009900990099,307.4,4,4,3216,117,3333,0.004879234108558383,0.009282807731434417,0.8571428571428571,4
agent_003,agent,2.7023852359852754,69.23296296296297,318.0,6,6,11384,318,11702,0.007591462265928194,0.011291963377416114,0.0,6
agent_004,agent,2.189575602009427,71.27990867579908,943.3,6,6,9364,254,9618,0.007101548237851703,0.010808748728382556,0.0,6
agent_005,agent,2.1745503649581224,72.2152073732719,520.4,6,6,10977,243,11220,0.00666292570020626,0.011088504577822955,0.0,6
