request_id,timestamp_s,elapsed_s,process_cpu_percent,system_cpu_percent
chatbot_001,1784813430.76221,0.013424773991573602,0.0,5.4
chatbot_001,1784813430.7697744,0.020989281008951366,132.2,4.1
chatbot_001,1784813430.7777462,0.028960953000932932,125.4,0.0
chatbot_001,1784813430.7874978,0.038712562003638595,102.5,1.6
chatbot_001,1784813430.7973845,0.048599441011901945,0.0,3.1
chatbot_001,1784813430.807386,0.05860070697963238,0.0,1.6
chatbot_001,1784813430.8173978,0.06861251400550827,99.9,0.0
chatbot_001,1784813430.8284445,0.07965914800297469,90.5,4.2
chatbot_001,1784813430.8387861,0.09000090998597443,0.0,3.0
chatbot_001,1784813430.8477404,0.09895519999554381,111.7,3.5
chatbot_001,1784813430.8574824,0.10869729897240177,0.0,3.2
chatbot_001,1784813430.8673766,0.11859161697793752,101.1,0.0
chatbot_001,1784813430.877414,0.12862872396362945,99.6,3.1
chatbot_001,1784813430.8873641,0.13857901096343994,0.0,1.6
chatbot_001,1784813430.8973703,0.14858510700287297,0.0,0.0
chatbot_001,1784813430.9073744,0.1585893239825964,199.9,3.1
chatbot_001,1784813430.9173717,0.1685865509789437,0.0,0.0
chatbot_001,1784813430.9273574,0.1785721880150959,0.0,1.6
chatbot_001,1784813430.9373863,0.18860119400778785,0.0,3.1
chatbot_001,1784813430.947359,0.19857380096800625,200.5,1.6
chatbot_001,1784813430.957407,0.20862184697762132,0.0,1.6
chatbot_001,1784813430.9673576,0.2185724750161171,0.0,0.0
chatbot_001,1784813430.977363,0.22857795096933842,100.0,3.1
chatbot_001,1784813430.9873333,0.23854823800502345,100.3,0.0
chatbot_001,1784813430.9973521,0.24856705398997292,0.0,1.6
chatbot_001,1784813431.0073502,0.2585650410037488,100.0,1.6
chatbot_001,1784813431.0173533,0.26856802799738944,0.0,1.6
chatbot_001,1784813431.0273526,0.2785673649632372,0.0,1.6
chatbot_001,1784813431.0373511,0.2885660409810953,100.0,1.6
chatbot_001,1784813431.0473306,0.2985453479923308,100.2,1.6
chatbot_001,1784813431.0573692,0.3085842540021986,0.0,1.6
chatbot_001,1784813431.067348,0.31856288097333163,100.2,1.6
chatbot_001,1784813431.077503,0.32871776598040015,0.0,1.5
chatbot_001,1784813431.0874758,0.33869047299958766,0.0,1.6
chatbot_001,1784813431.097503,0.3487177490023896,99.7,0.0
chatbot_001,1784813431.1074674,0.3586825159727596,100.4,3.1
chatbot_001,1784813431.117477,0.3686917129671201,0.0,1.6
chatbot_001,1784813431.1274557,0.3786706799874082,100.2,0.0
chatbot_001,1784813431.1374922,0.38870722596766427,0.0,1.6
chatbot_001,1784813431.1474712,0.39868608297547325,100.2,3.1
chatbot_001,1784813431.157488,0.4087029590154998,99.8,1.6
chatbot_001,1784813431.1674786,0.41869339597178623,0.0,0.0
chatbot_001,1784813431.1774657,0.4286805730080232,100.1,3.1
chatbot_001,1784813431.1874623,0.43867718998808414,0.0,0.0
chatbot_001,1784813431.1974823,0.44869704596931115,0.0,1.6
chatbot_001,1784813431.2074804,0.4586950929951854,100.0,1.6
chatbot_001,1784813431.217488,0.46870293898973614,0.0,1.6
chatbot_001,1784813431.2274702,0.4786848860094324,100.2,1.6
chatbot_001,1784813431.2374945,0.48870929301483557,99.8,3.1
chatbot_001,1784813431.2475054,0.49872032896382734,0.0,0.0
chatbot_001,1784813431.257519,0.5087340759928338,99.9,1.5
chatbot_001,1784813431.2675095,0.5187244919943623,0.0,1.6
chatbot_001,1784813431.2775147,0.5287295089801773,100.0,3.1
chatbot_001,1784813431.2875078,0.538722755969502,0.0,0.0
chatbot_001,1784813431.2975142,0.5487289919983596,99.9,1.6
chatbot_001,1784813431.3074973,0.5587120889686048,100.2,1.6
chatbot_001,1784813431.3174896,0.5687045659869909,0.0,1.6
chatbot_001,1784813431.3274899,0.5787048030178994,100.0,1.6
chatbot_001,1784813431.3375008,0.5887158690020442,99.9,1.6
chatbot_001,1784813431.347488,0.5987028160016052,0.0,1.6
chatbot_001,1784813431.3575075,0.6087225520168431,0.0,1.6
chatbot_001,1784813431.3674753,0.6186900599859655,100.3,1.6
chatbot_001,1784813431.377483,0.6286979360156693,0.0,1.6
chatbot_001,1784813431.387472,0.638686632970348,100.1,1.6
chatbot_001,1784813431.3975081,0.6487230589846149,99.6,1.6
chatbot_001,1784813431.4074786,0.6586934759980068,0.0,1.6
chatbot_001,1784813431.4175076,0.6687225819914602,0.0,1.6
chatbot_001,1784813431.4274745,0.67868922901107,100.3,0.0
chatbot_001,1784813431.4375207,0.6887355750077404,99.5,3.1
chatbot_001,1784813431.4474862,0.698701232962776,0.0,1.6
chatbot_001,1784813431.4574966,0.7087114389869384,99.9,1.6
chatbot_001,1784813431.4675066,0.7187216259771958,99.9,1.6
chatbot_001,1784813431.477505,0.7287199720158242,0.0,0.0
chatbot_001,1784813431.4874732,0.7386880289996043,0.0,3.1
chatbot_001,1784813431.497482,0.7486968460143544,99.9,0.0
chatbot_001,1784813431.5074892,0.7587040920043364,0.0,3.1
chatbot_001,1784813431.517459,0.7686738100019284,100.3,0.0
chatbot_001,1784813431.527465,0.7786802059854381,99.9,1.6
chatbot_001,1784813431.5374758,0.7886908329674043,0.0,3.1
chatbot_001,1784813431.5474472,0.7986621599993668,100.3,1.6
chatbot_001,1784813431.5574353,0.8086501659709029,0.0,0.0
chatbot_001,1784813431.5674698,0.8186846529715694,0.0,3.1
chatbot_001,1784813431.5774634,0.8286780589842238,200.1,3.1
chatbot_001,1784813431.5874732,0.8386879559839144,0.0,0.0
chatbot_001,1784813431.597512,0.8487267519813031,0.0,3.1
chatbot_001,1784813431.6074498,0.858664728992153,100.6,0.0
chatbot_001,1784813431.61747,0.8686847559874877,99.8,1.6
