request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls,prompt_tokens,completion_tokens,total_tokens,avg_kv_cache_usage_fraction,peak_kv_cache_usage_fraction
chatbot_001,chatbot,1.961987039016094,54.75816326530612,200.5,1,0,56,281,337,0.0017670292939149183,0.0029501525940996975
chatbot_002,chatbot,1.8474439249839634,54.002702702702706,200.8,1,0,65,265,330,0.001761293338099031,0.0029501525940996975
chatbot_003,chatbot,2.8769046970410272,54.282229965156795,201.0,1,0,187,413,600,0.0034716923815982844,0.005315361139369257
chatbot_004,chatbot,3.139726902998518,56.695859872611464,200.8,1,0,69,455,524,0.0026328151829509293,0.00462868769074265
chatbot_005,chatbot,3.5575459169922397,54.487605633802815,200.5,1,0,151,512,663,0.0035865328563100827,0.005874872838250278
