request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls
chatbot_001,chatbot,2.5757365169993136,11.078260869565218,18.6,1,0
chatbot_002,chatbot,1.0285966980009107,7.3,18.3,1,0
chatbot_003,chatbot,1.6120968720060773,11.673333333333334,17.9,1,0
chatbot_004,chatbot,1.7321078819950344,10.35625,17.9,1,0
chatbot_005,chatbot,2.667181526994682,12.637500000000001,17.7,1,0
