request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls,prompt_tokens,completion_tokens,total_tokens,avg_kv_cache_usage_fraction,peak_kv_cache_usage_fraction
agent_001,agent,2.3569602289935574,77.23106382978723,266.6,2,1,326,279,605,0.0021758187052228336,0.003916581892166815
agent_002,agent,1.2877199440263212,90.175,300.7,2,1,367,127,494,0.0014802021970395937,0.0027975584944048837
agent_003,agent,2.339824755967129,76.56995708154506,303.9,2,1,619,275,894,0.0031750223891627793,0.00518819938962356
agent_004,agent,0.7262065289542079,111.32222222222222,301.9,2,1,361,45,406,0.0007232542259507616,0.001958290946083463
agent_005,agent,4.049103821045719,70.23777777777778,301.4,2,1,518,526,1044,0.004127011039523755,0.0068667344862665125
