request_id,condition,latency_s,avg_process_cpu_percent,peak_process_cpu_percent,llm_calls,tool_calls,prompt_tokens,completion_tokens,total_tokens,avg_kv_cache_usage_fraction,peak_kv_cache_usage_fraction
agent_001,agent,2.367574236996006,74.1707627118644,299.70000000000005,2,1,326,279,605,0.0021771173784117257,0.003916581892166815
agent_002,agent,1.3311391249881126,87.2439393939394,300.8,2,1,367,127,494,0.001423064273093719,0.0027975584944048837
agent_003,agent,2.3417233109939843,75.51244635193133,299.70000000000005,2,1,601,272,873,0.0030211240663936554,0.005035605289928746
agent_004,agent,0.7803477969719097,109.6103896103896,395.29999999999995,2,1,361,45,406,0.0006517854813887453,0.001958290946083463
agent_005,agent,4.0747093569952995,69.53120393120393,300.29999999999995,2,1,518,526,1044,0.004082951848084096,0.0068667344862665125
